Id,Category
2997,5
2998,9
2999,9
3000,9
3001,9
3002,3
3003,9
3004,9
3005,9
3006,2
3007,5
3008,9
3009,9
3010,9
3011,3
3012,9
3013,2
3014,9
3015,9
3016,3
3017,9
3018,5
3019,5
3020,9
3021,9
3022,5
3023,9
3024,9
3025,9
3026,9
3027,2
3028,9
3029,9
3030,9
3031,9
3032,9
3033,2
3034,9
3035,9
3036,3
3037,9
3038,9
3039,9
3040,2
3041,9
3042,9
3043,9
3044,3
3045,9
3046,9
3047,2
3048,5
3049,9
3050,9
3051,9
3052,2
3053,2
3054,9
3055,9
3056,9
3057,9
3058,9
3059,5
3060,5
3061,9
3062,9
3063,9
3064,9
3065,3
3066,9
3067,9
3068,2
3069,5
3070,9
3071,9
3072,9
3073,9
3074,9
3075,9
3076,9
3077,9
3078,9
3079,5
3080,9
3081,9
3082,2
3083,9
3084,9
3085,9
3086,5
3087,3
3088,9
3089,9
3090,9
3091,5
3092,9
3093,5
3094,9
3095,9
3096,9
3097,5
3098,2
3099,5
3100,9
3101,9
3102,5
3103,9
3104,9
3105,9
3106,3
3107,9
3108,2
3109,5
3110,9
3111,9
3112,9
3113,9
3114,9
3115,9
3116,2
3117,9
3118,9
3119,9
3120,5
3121,5
3122,5
3123,9
3124,9
3125,9
3126,5
3127,5
3128,3
3129,9
3130,9
3131,5
3132,9
3133,9
3134,5
3135,9
3136,9
3137,5
3138,2
3139,5
3140,5
3141,9
3142,9
3143,9
3144,10
3145,2
3146,3
3147,9
3148,5
3149,9
3150,9
3151,5
3152,10
3153,3
3154,9
3155,9
3156,9
3157,9
3158,9
3159,5
3160,2
3161,3
3162,5
3163,10
3164,9
3165,9
3166,9
3167,9
3168,5
3169,9
3170,2
3171,9
3172,9
3173,9
3174,2
3175,9
3176,10
3177,9
3178,9
3179,9
3180,5
3181,2
3182,9
3183,2
3184,2
3185,3
3186,9
3187,9
3188,5
3189,9
3190,9
3191,9
3192,9
3193,9
3194,5
3195,9
3196,9
3197,9
3198,5
3199,3
3200,2
3201,9
3202,9
3203,9
3204,9
3205,9
3206,9
3207,9
3208,5
3209,2
3210,9
3211,9
3212,3
3213,9
3214,9
3215,9
3216,2
3217,9
3218,9
3219,9
3220,9
3221,9
3222,9
3223,5
3224,9
3225,5
3226,3
3227,5
3228,9
3229,9
3230,9
3231,9
3232,9
3233,9
3234,9
3235,9
3236,9
3237,2
3238,2
3239,9
3240,3
3241,9
3242,5
3243,3
3244,3
3245,9
3246,9
3247,2
3248,9
3249,9
3250,9
3251,5
3252,9
3253,2
3254,5
3255,9
3256,9
3257,9
3258,5
3259,5
3260,5
3261,9
3262,3
3263,9
3264,9
3265,9
3266,9
3267,2
3268,9
3269,3
3270,5
3271,9
3272,9
3273,9
3274,9
3275,9
3276,9
3277,9
3278,9
3279,9
3280,9
3281,9
3282,3
3283,2
3284,9
3285,3
3286,9
3287,9
3288,9
3289,2
3290,2
3291,9
3292,5
3293,5
3294,2
3295,3
3296,9
3297,2
3298,5
3299,9
3300,2
3301,9
3302,3
3303,9
3304,9
3305,5
3306,3
3307,3
3308,2
3309,2
3310,3
3311,3
3312,9
3313,9
3314,5
3315,9
3316,9
3317,9
3318,3
3319,3
3320,3
3321,9
3322,2
3323,3
3324,5
3325,2
3326,5
3327,5
3328,9
3329,9
3330,9
3331,3
3332,9
3333,2
3334,9
3335,5
3336,3
3337,10
3338,9
3339,9
3340,9
3341,9
3342,5
3343,9
3344,9
3345,9
3346,3
